name,platforms,genre,released
Quilts and Cats of Calico,"PC, PlayStation, Xbox, Mobile, Nintendo",Puzzle,2024-03-05
Expeditions: A MudRunner Game,"PC, PlayStation, Xbox, Nintendo",Simulation,2024-03-05
Classified: France '44,"PC, PlayStation, Xbox",Strategy,2024-03-05
Kingdom: The Blood,"PC, Mobile",RPG,2024-03-05
The Outlast Trials,"PC, PlayStation, Xbox",Action,2024-03-05
Crusader Kings III: Legends of the Dead,PC,Strategy,2024-03-04
We Are Football 2024,PC,Sports,2024-03-04
The Thaumaturge,"PC, PlayStation, Xbox",RPG,2024-03-04
The Mobius Machine,"PC, PlayStation, Xbox",Action,2024-03-01
The Brew Barons,PC,Action,2024-03-01
Duel Revolution,"PC, Mobile",RPG,2024-03-01
KeeperRL,PC,Strategy,2024-02-29
Welcome to ParadiZe,"PC, PlayStation, Xbox",Action,2024-02-29
Final Fantasy VII Rebirth,"PC, PlayStation",RPG,2024-02-29
Direct Contact,PC,Action,2024-02-29
Robin Hood: Sherwood Builders,"PC, Xbox",RPG,2024-02-29
Dragon Quest Tact,Mobile,RPG,2024-02-29
Dissidia Final Fantasy: Opera Omnia,Mobile,RPG,2024-02-29
Secrets of Grindea,PC,RPG,2024-02-29
Gord: The Alliance,"PC, PlayStation, Xbox",Strategy,2024-02-28
Brothers: A Tale of Two Sons Remake,"PC, PlayStation, Xbox",Adventure,2024-02-28
Star Wars: Dark Forces Remaster,"PC, PlayStation, Xbox, Nintendo",Action,2024-02-28
Spiritfall,PC,Action,2024-02-28
Age of Wonders 4: Primal Fury,"PC, PlayStation, Xbox",Strategy,2024-02-27
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,"PC, Nintendo",RPG,2024-02-27
Dicefolk,"PC, Nintendo",Strategy,2024-02-27
Builders of Greece,PC,Strategy,2024-02-27
WRATH: Aeon of Ruin,"PC, PlayStation, Xbox, Nintendo",Action,2024-02-27
Camp Canyonwood,PC,Adventure,2024-02-26
Night-Runners,PC,Racing,2024-02-23
Garden Life,"PC, PlayStation, Xbox, Nintendo",Simulation,2024-02-22
Solium Infernum,PC,Strategy,2024-02-22
Pacific Drive,"PC, PlayStation",Action,2024-02-22
Sons of the Forest,PC,Action,2024-02-22
Inkulinati,"PC, PlayStation, Xbox, Nintendo",Strategy,2024-02-22
Bandle Tale: A League of Legends Story,"PC, Nintendo",RPG,2024-02-21
Slave Zero X,"PC, PlayStation, Xbox, Nintendo",Action,2024-02-21
Terminator: Dark Fate - Defiance,PC,Strategy,2024-02-21
Myth of Empires,PC,RPG,2024-02-21
Last Epoch,PC,RPG,2024-02-21
Supermarket Simulator,PC,Simulation,2024-02-20
Rainbow Six: SMOL,Mobile,Action,2024-02-20
Furnish Master,PC,Simulation,2024-02-20
Lazaret,PC,Adventure,2024-02-20
Balatro,"PC, PlayStation, Xbox, Mobile, Nintendo",Puzzle,2024-02-20
Le Mans Ultimate,PC,Racing,2024-02-20
Nightingale,PC,Action,2024-02-20
Empires Shall Fall,"PC, PlayStation, Nintendo",Strategy,2024-02-19
Craftomation 101,PC,Puzzle,2024-02-19
Medieval Machines Builder,PC,Simulation,2024-02-19
Mario vs. Donkey Kong,Nintendo,Arcade,2024-02-16
Skull and Bones,"PC, PlayStation, Xbox",Action,2024-02-16
Railway Empire 2: Journey to the East,"PC, PlayStation, Xbox",Strategy,2024-02-15
Caribbean Legend,PC,RPG,2024-02-15
Colonize,PC,Strategy,2024-02-15
Hawked,"PC, PlayStation, Xbox",Action,2024-02-15
Clash II,PC,Strategy,2024-02-15
Smalland: Survive the Wilds,"PC, PlayStation, Xbox",Action,2024-02-15
White Sands,PC,Strategy,2024-02-14
Tomb Raider I-III Remastered,"PC, PlayStation, Xbox, Nintendo",Action,2024-02-14
Deep Rock Galactic: Survivor,PC,Action,2024-02-14
Plane Mechanic Simulator,PC,Simulation,2024-02-14
Stronghold: Definitive Edition - Swine's Bay Campaign,PC,Strategy,2024-02-13
SpellForce: Conquest of Eo - Demon Scourge,"PC, PlayStation, Xbox",Strategy,2024-02-13
News Tower,PC,Strategy,2024-02-13
Lysfanga: The Time Shift Warrior,"PC, Nintendo",Action,2024-02-13
Ultros,"PC, PlayStation, Xbox, Nintendo",Action,2024-02-13
Islands of Insight,PC,Adventure,2024-02-13
SpellRogue,PC,RPG,2024-02-12
Banishers: Ghosts of New Eden,"PC, PlayStation, Xbox",RPG,2024-02-12
Airhead,"PC, PlayStation, Xbox, Nintendo",Arcade,2024-02-12
Legendary Tales,"PC, PlayStation",RPG,2024-02-08
Helldivers 2,"PC, PlayStation",Action,2024-02-08
The Inquisitor,"PC, PlayStation, Xbox",Adventure,2024-02-08
Pixel Noir,"PC, PlayStation, Xbox, Nintendo",RPG,2024-02-08
Shanghai Summer,"PC, PlayStation, Nintendo",Adventure,2024-02-07
Atomic Heart: Trapped in Limbo,"PC, PlayStation, Xbox",Action,2024-02-06
Empyrion: Galactic Survival - Dark Faction,PC,Action,2024-02-06
Foamstars,PlayStation,Action,2024-02-06
Arms Trade Tycoon: Tanks,PC,Strategy,2024-02-06
Unlucky Seven,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-02-06
Tales of Spark,PC,RPG,2024-02-05
Krypta FM,PC,Adventure,2024-02-04
Jujutsu Kaisen: Cursed Clash,"PC, PlayStation, Xbox, Nintendo",Fighting,2024-02-02
Persona 3 Reload,"PC, PlayStation, Xbox",RPG,2024-02-02
Suicide Squad: Kill The Justice League,"PC, PlayStation, Xbox",Action,2024-02-02
Boxes: Lost Fragments,PC,Puzzle,2024-02-01
Last Train Home: Legion Tales,PC,Strategy,2024-02-01
One Punch Man: World,"PC, Mobile",Action,2024-02-01
Silent Hill: The Short Message,PlayStation,Adventure,2024-02-01
Moonbreaker,PC,Strategy,2024-02-01
Hellcard,PC,RPG,2024-02-01
World of Demons,Mobile,Action,2024-02-01
Granblue Fantasy: Relink,"PC, PlayStation",RPG,2024-02-01
Corsairs Legacy,PC,RPG,2024-01-31
BlazBlue: Entropy Effect,PC,Action,2024-01-31
Dungeon Legends 2: Tale of Light and Shadow,PC,RPG,2024-01-29
Ancient Wars: Medieval Crusades,PC,Strategy,2024-01-26
Into the Necrovale,PC,RPG,2024-01-26
B-17 Flying Fortress: The Mighty 8th Redux,PC,Simulation,2024-01-26
Tekken 8,"PC, PlayStation, Xbox",Fighting,2024-01-26
Combat Mission: Final Blitzkrieg - Downfall,PC,Strategy,2024-01-25
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,"PC, Mobile",RPG,2024-01-25
Go Mecha Ball,"PC, PlayStation, Xbox, Nintendo",Action,2024-01-25
Apollo Justice: Ace Attorney Trilogy,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-01-25
Oblivion Override,PC,Action,2024-01-25
RIN: The Last Child,"PC, PlayStation, Xbox, Nintendo",Action,2024-01-25
Like a Dragon: Infinite Wealth,"PC, PlayStation, Xbox",RPG,2024-01-25
Phantom Abyss,"PC, Xbox",Arcade,2024-01-25
Unforetold: Witchstone,"PC, PlayStation, Xbox",RPG,2024-01-25
Anomaly Agent,"PC, PlayStation, Xbox, Nintendo",Action,2024-01-24
Under Night In-Birth II Sys:Celes,"PC, PlayStation, Nintendo",Fighting,2024-01-24
Toribash Next,PC,Fighting,2024-01-24
Aviators,PC,Adventure,2024-01-24
Enshrouded,PC,RPG,2024-01-24
Stargate: Timekeepers,PC,Strategy,2024-01-23
GRAVEN,"PC, PlayStation, Xbox, Nintendo",Action,2024-01-23
The Day Before,"PC, PlayStation, Xbox",Action,2024-01-22
The Universim,PC,Strategy,2024-01-22
The Last of Us: Part II Remastered,"PC, PlayStation",Action,2024-01-19
Another Code: Recollection,Nintendo,Adventure,2024-01-19
The Cub,"PC, PlayStation, Xbox, Nintendo",Adventure,2024-01-19
Palworld,"PC, PlayStation, Xbox",Action,2024-01-19
Three Kingdoms: Zhao Yun,PC,RPG,2024-01-18
Fling to the Finish,"PC, Nintendo",Party,2024-01-18
New Cycle,PC,Strategy,2024-01-18
Bulletstorm VR,"PC, PlayStation",Action,2024-01-18
Prince of Persia: The Lost Crown,"PC, PlayStation, Xbox, Nintendo",Action,2024-01-18
Turnip Boy Robs a Bank,"PC, Xbox, Mobile, Nintendo",Action,2024-01-18
Rising Lords,"PC, Xbox, Nintendo",Strategy,2024-01-18
Dominions 6: Rise of the Pantokrator,PC,Strategy,2024-01-17
All Quiet in the Trenches,PC,Strategy,2024-01-17
Contain,PC,Action,2024-01-16
Sovereign Syndicate,PC,RPG,2024-01-15
Crystal Story: Dawn of Dusk,PC,RPG,2024-01-13
Old World: Wonders and Dynasties,PC,Strategy,2024-01-11
Momodora: Moonlit Farewell,"PC, PlayStation, Xbox, Nintendo",Action,2024-01-11
War Hospital,"PC, PlayStation, Xbox",Strategy,2024-01-11
Beer Factory,PC,Simulation,2024-01-10
Archaelund,PC,RPG,2024-01-08
The Night Is Grey,PC,Adventure,2024-01-05
Bootlegger's Mafia Racing Story,PC,Action,2024-01-02
Ski Jump Challenge 2024,PC,Sports,2024-01-02
Dread Hunger,PC,Action,2024-01-01
Urban Jungle,PC,Puzzle,2025-03-21
Atelier Yumia: The Alchemist of Memories & the Envisioned Land,"PC, PlayStation, Xbox, Nintendo",RPG,2025-03-21
Kaiserpunk,PC,Strategy,2025-03-21
Niktophobia,PC,Adventure,2025-03-20
Mudborne: Frog Management Sim,PC,Simulation,2025-03-20
Xenoblade Chronicles X: Definitive Edition,Nintendo,RPG,2025-03-20
Bleach: Rebirth of Souls,"PC, PlayStation, Xbox",Fighting,2025-03-20
Wreckfest 2,"PC, PlayStation, Xbox",Racing,2025-03-20
Cataclismo,PC,Strategy,2025-03-20
Assassin's Creed: Shadows,"PC, PlayStation, Xbox",RPG,2025-03-20
Assassin's Creed: Animus Hub,"PC, PlayStation, Xbox",RPG,2025-03-20
Half-Life 2 RTX,PC,Action,2025-03-18
MLB: The Show 25,"PlayStation, Xbox, Nintendo",Sports,2025-03-18
Reignbreaker,PC,Action,2025-03-18
33 Immortals,"PC, Xbox",Action,2025-03-18
Party Club,PC,Arcade,2025-03-17
WWE 2K25,"PC, PlayStation, Xbox",Sports,2025-03-14
Outlawed,PC,Action,2025-03-13
Midnight Murder Club,"PC, PlayStation",Action,2025-03-13
Asylum,PC,Adventure,2025-03-13
BAPBAP,PC,Action,2025-03-12
Expelled!,"PC, Mobile, Nintendo",Adventure,2025-03-12
Metal Bringer,"PC, PlayStation",Action,2025-03-12
FATE: Reawakened,"PC, PlayStation, Xbox, Nintendo",RPG,2025-03-12
That's Not My Neighbor,PC,Puzzle,2025-03-11
Odinfall,PC,Action,2025-03-11
Centum,"PC, PlayStation, Xbox, Nintendo",Adventure,2025-03-11
Call of Boba,PC,Adventure,2025-03-11
Panzer Corps 2: Frontlines - Cyrenaica,PC,Strategy,2025-03-11
Battlefall: State of Conflict,PC,Strategy,2025-03-11
Wanderstop,"PC, PlayStation, Xbox",Adventure,2025-03-11
Voxile,PC,Action,2025-03-10
Order 13,PC,Adventure,2025-03-10
Hauntsville,PC,Action,2025-03-10
Beyond the Ice Palace 2,"PC, PlayStation, Xbox, Nintendo",Action,2025-03-10
Aneurism IV,PC,RPG,2025-03-10
Cheaters Cheetah,PC,Action,2025-03-10
Songs of Rats,PC,RPG,2025-03-10
The Elder Scrolls Online: Fallen Banners,"PC, PlayStation, Xbox",RPG,2025-03-10
Rogue: Genesia,PC,Action,2025-03-07
I Am Legion: Stand Survivors,PC,Action,2025-03-07
Zombieville USA 3D,PC,Action,2025-03-07
Myrmidon,PC,Puzzle,2025-03-07
Lost Lullabies: The Orphanage Chronicles,PC,Adventure,2025-03-07
Sugardew Island,"PC, PlayStation, Nintendo",Adventure,2025-03-07
FragPunk,"PC, PlayStation, Xbox",Action,2025-03-07
MainFrames,"PC, Nintendo",Arcade,2025-03-06
Memory Lost,PC,Action,2025-03-06
Seraph: In the Darkness,PC,RPG,2025-03-06
Do No Harm,PC,Adventure,2025-03-06
Tropico 6: Return to Nature,"PC, PlayStation, Xbox",Strategy,2025-03-06
The Sims 4: Businesses & Hobbies,"PC, PlayStation, Xbox",Simulation,2025-03-06
Slime Heroes,"PC, Xbox",Action,2025-03-06
Split Fiction,"PC, PlayStation, Xbox",Action,2025-03-06
Secret Agent Wizard Boy and the International Crime Syndicate,PC,Action,2025-03-06
Dragonkin: The Banished,"PC, PlayStation, Xbox",RPG,2025-03-06
Chernobylite 2: Exclusion Zone,"PC, PlayStation, Xbox",RPG,2025-03-06
Suikoden I & II HD Remaster: Gate Rune and Dunan Unification Wars,"PC, PlayStation, Xbox, Nintendo",RPG,2025-03-06
One Lonely Outpost,"PC, PlayStation, Xbox, Nintendo",RPG,2025-03-06
Bongo Cat,PC,Simulation,2025-03-05
Shadowveil: Legend of The Five Rings,PC,Strategy,2025-03-04
Grimoire Groves,PC,Adventure,2025-03-04
War Robots: Frontiers,"PC, PlayStation, Xbox",Action,2025-03-04
The Bibites: Digital Life,PC,Simulation,2025-03-04
Hearts of Iron IV: Graveyard of Empires,PC,Strategy,2025-03-04
Age of Mythology: Retold - Immortal Pillars,"PC, PlayStation, Xbox",Strategy,2025-03-04
Two Point Museum,"PC, PlayStation, Xbox",Strategy,2025-03-04
Knights in Tight Spaces,PC,Strategy,2025-03-04
Everhood 2,"PC, Nintendo",RPG,2025-03-04
Seekers of Skyveil,PC,Action,2025-03-03
Old World: Wrath of Gods,PC,Strategy,2025-03-03
Tactical Warfare,PC,Strategy,2025-03-02
1953: NATO vs Warsaw Pact,PC,Strategy,2025-03-02
PGA Tour 2K25,"PC, PlayStation, Xbox",Sports,2025-02-28
Card Survival: Fantasy Forest,PC,Simulation,2025-02-28
Monster Hunter: Wilds,"PC, PlayStation, Xbox",RPG,2025-02-28
Shift'n Slay,PC,RPG,2025-02-27
Faceminer,PC,Simulation,2025-02-27
Yu-Gi-Oh! Early Days Collection,"PC, Nintendo",Puzzle,2025-02-27
Galactic Civilizations IV: Tales of the Arnor,PC,Strategy,2025-02-27
R.E.P.O.,PC,Action,2025-02-26
Life is Feudal: Arden,PC,RPG,2025-02-25
Railway Empire 2: Bella Italia,"PC, PlayStation, Xbox",Strategy,2025-02-25
Company of Heroes 3: Fire & Steel,PC,Strategy,2025-02-25
Stellar Settlers,PC,Strategy,2025-02-22
Neverwinter Nights: Enhanced Edition - Doom of Icewind Dale,PC,RPG,2025-02-21
Die in the Dungeon,PC,RPG,2025-02-21
Longvinter,PC,Action,2025-02-21
Peripeteia,"PC, PlayStation, Xbox, Nintendo",Action,2025-02-21
The Backrooms 1998,"PC, PlayStation, Xbox, Nintendo",Adventure,2025-02-20
Blood Typers,PC,Action,2025-02-20
BrokenLore: Low,PC,Adventure,2025-02-20
Cabernet,"PC, PlayStation, Xbox, Nintendo",RPG,2025-02-20
Songs of Silence: Lighteaters,PC,Strategy,2025-02-20
Like a Dragon: Pirate Yakuza in Hawaii,"PC, PlayStation, Xbox",Action,2025-02-20
Stories from Sol: The Gun-Dog,"PC, PlayStation, Nintendo",Adventure,2025-02-19
Cinnabunny,PC,Adventure,2025-02-19
Unbridled: That Horse Game,PC,Simulation,2025-02-19
Tribe Nine,"PC, Mobile",RPG,2025-02-19
Tiny Pasture,PC,Simulation,2025-02-18
Ale Abbey,PC,Strategy,2025-02-18
The Silent Kingdom,PC,RPG,2025-02-18
Headquarters: World War II - Ardennes,PC,Strategy,2025-02-18
Never Second in Rome,PC,Strategy,2025-02-18
Microtopia,PC,Strategy,2025-02-18
Lost Records: Bloom & Rage,"PC, PlayStation, Xbox",Adventure,2025-02-18
Blue Protocol,"PC, PlayStation, Xbox",RPG,2025-02-18
Avowed,"PC, Xbox",RPG,2025-02-18
Ranch Simulator: Southwest Ranch & Farm Expansion Pack,PC,Simulation,2025-02-17
Shadowgate 2,PC,RPG,2025-02-14
Afterlove EP,"PC, PlayStation, Xbox, Nintendo",Adventure,2025-02-14
Tomb Raider IV-VI Remastered,"PC, PlayStation, Xbox, Nintendo",Action,2025-02-14
The Legend of Heroes: Trails through Daybreak II,"PC, PlayStation, Nintendo",RPG,2025-02-14
Warriors: Abyss,"PC, PlayStation, Xbox, Nintendo",Action,2025-02-13
Metal Suits: Counter-Attack,"PC, PlayStation, Xbox, Nintendo",Action,2025-02-13
Shujinkou,"PC, PlayStation",RPG,2025-02-13
Panelka,PC,Simulation,2025-02-13
Guns of Fury,"PC, Nintendo",Action,2025-02-13
Rugby 25,"PC, PlayStation, Xbox",Sports,2025-02-13
Dawnfolk,PC,Strategy,2025-02-13
Urban Myth Dissolution Center,"PC, PlayStation, Nintendo",Adventure,2025-02-12
Darkblade Ascent,PC,RPG,2025-02-12
Jump King Quest,PC,Action,2025-02-12
Legacy: Steel & Sorcery,PC,Action,2025-02-12
Sancticide,PC,Action,2025-02-12
Mind Over Magic,PC,Simulation,2025-02-12
The Executive: Movie Industry Tycoon,PC,Strategy,2025-02-11
Sid Meier's Civilization VII,"PC, PlayStation, Xbox, Nintendo",Strategy,2025-02-11
SteamDolls: Order of Chaos,"PC, PlayStation, Xbox, Nintendo",Action,2025-02-11
Reality Break,PC,RPG,2025-02-10
Mayhemers,PC,Action,2025-02-10
Astronomics,PC,Simulation,2025-02-10
Door Kickers 2: Task Force North,"PC, Mobile",Strategy,2025-02-10
Astral Throne,PC,RPG,2025-02-07
A Game About Digging a Hole,PC,Adventure,2025-02-07
Slender Threads,PC,Adventure,2025-02-07
Ailuri,PC,Arcade,2025-02-06
Stray Path,PC,RPG,2025-02-06
Border Pioneer,PC,Strategy,2025-02-06
Let's Cook Together 2,"PC, Xbox, Nintendo",Party,2025-02-06
Big Helmet Heroes,"PC, PlayStation, Xbox, Nintendo",Action,2025-02-06
Ambulance Life: A Paramedic Simulator,"PC, PlayStation, Xbox",Simulation,2025-02-06
Keep Driving,PC,RPG,2025-02-06
Sworn,"PC, PlayStation, Xbox, Nintendo",Action,2025-02-06
While Waiting,"PC, Nintendo",Puzzle,2025-02-05
Rift of the NecroDancer,"PC, Nintendo",Arcade,2025-02-05
Blood Bar Tycoon,PC,Strategy,2025-02-04
Studio System: Guardian Angel,PC,Adventure,2025-02-04
Kingdom Come: Deliverance 2,"PC, PlayStation, Xbox",RPG,2025-02-04
FlyKnight,PC,RPG,2025-01-31
My Little Life,PC,Simulation,2025-01-31
Heart of the Machine,PC,Strategy,2025-01-31
Citizen Sleeper 2: Starward Vector,"PC, PlayStation, Xbox, Nintendo",RPG,2025-01-31
Foundation,PC,Strategy,2025-01-31
Punk Runner,PC,Racing,2025-01-30
Headliners,PC,Action,2025-01-30
Au Revoir,PC,Adventure,2025-01-30
Whispers of the Eyeless,PC,Strategy,2025-01-30
Sniper Elite: Resistance,"PC, PlayStation, Xbox",Action,2025-01-30
Ropuka's Idle Island,PC,Simulation,2025-01-29
DeTechtive 2112,PC,Action,2025-01-29
Kiosk,PC,Adventure,2025-01-29
Bellfortis,PC,Strategy,2025-01-29
Achilles: Survivor,PC,Action,2025-01-29
Coridden,PC,RPG,2025-01-29
Level Zero: Extraction,"PC, PlayStation, Xbox",Action,2025-01-29
The End of the Sun,PC,Adventure,2025-01-29
Carmen Sandiego,"PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,2025-01-28
The Mute House,PC,Action,2025-01-28
Atomic Heart: Enchantment Under the Sea,"PC, PlayStation, Xbox",Action,2025-01-28
The Stone of Madness,"PC, PlayStation, Xbox, Nintendo",Strategy,2025-01-28
Orcs Must Die! Deathtrap,"PC, Xbox",Action,2025-01-28
City Transport Simulator: Tram,"PC, PlayStation, Xbox",Simulation,2025-01-28
Eternal Strands,"PC, PlayStation, Xbox",Action,2025-01-28
Tails of Iron 2: Whiskers of Winter,"PC, PlayStation, Xbox, Nintendo",Action,2025-01-28
Exogate Initiative,PC,Strategy,2025-01-28
Battle Realms: Zen Edition,PC,Strategy,2025-01-27
Back in Service: A Metro Driver,PC,Simulation,2025-01-27
SCP: Fragmented Minds,PC,Action,2025-01-27
Those Who Rule,PC,RPG,2025-01-27
Space Engineers 2,PC,Simulation,2025-01-27
Darkest Dungeon II: Inhuman Bondage,PC,RPG,2025-01-27
Learning Factory,"PC, PlayStation, Mobile, Nintendo",Simulation,2025-01-27
Cat Detective Albert Wilde,PC,Adventure,2025-01-24
Mark of the Deep,PC,Action,2025-01-24
The Quinfall,PC,RPG,2025-01-24
Ninja Gaiden 2 Black,"PC, PlayStation, Xbox",Action,2025-01-23
Turbo Dismount 2,PC,Simulation,2025-01-23
Greed Stays Home,PC,Adventure,2025-01-23
Dreamcore,"PC, PlayStation, Xbox",Adventure,2025-01-23
AI2U: With You 'Til the End,PC,Adventure,2025-01-23
Tokyo Xtreme Racer,PC,Racing,2025-01-23
Star Wars Episode I: Jedi Power Battles,"PC, PlayStation, Xbox, Nintendo",Action,2025-01-23
Sword of the Necromancer: Resurrection,"PC, PlayStation, Xbox, Nintendo",RPG,2025-01-23
Butcher's Creek,PC,Action,2025-01-23
Synduality: Echo of Ada,"PC, PlayStation, Xbox",Action,2025-01-23
Dokapon! Sword of Fury,PC,Party,2025-01-22
Rally Mechanic Simulator,PC,Simulation,2025-01-22
Gravelord,PC,Action,2025-01-22
Disorder,"PC, PlayStation, Xbox",Action,2025-01-22
Ender Magnolia: Bloom in the Mist,"PC, PlayStation, Xbox, Nintendo",Action,2025-01-22
Mika and The Witch's Mountain,"PC, PlayStation, Xbox, Nintendo",Adventure,2025-01-22
Vambrace: Dungeon Monarch,PC,Strategy,2025-01-21
Lonely Mountains: Snow Riders,"PC, Xbox",Arcade,2025-01-21
Mistery,PC,Action,2025-01-21
None Shall Intrude,PC,Strategy,2025-01-21
Jotunnslayer: Hordes of Hel,PC,Action,2025-01-21
Somber Echoes,PC,Action,2025-01-21
Mekkablood: Quarry Assault,PC,Action,2025-01-20
Yield! Fall of Rome,PC,Strategy,2025-01-20
IDUN,PC,Strategy,2025-01-20
Settlements Rising,PC,Strategy,2025-01-20
Helskate,PC,Action,2025-01-20
Cyclopean: The Great Abyss,PC,RPG,2025-01-17
Nunholy,PC,Action,2025-01-17
Tales of Graces f Remastered,"PC, PlayStation, Xbox, Nintendo",RPG,2025-01-17
Dynasty Warriors: Origins,"PC, PlayStation, Xbox",Action,2025-01-17
Arken Age,"PC, PlayStation",Action,2025-01-16
Tribe Nation,PC,Strategy,2025-01-16
Tyrant's Realm,PC,Action,2025-01-16
Donkey Kong Country Returns HD,Nintendo,Arcade,2025-01-16
Blade Chimera,"PC, Nintendo",Action,2025-01-16
Assetto Corsa Evo,PC,Racing,2025-01-16
Age of Water,"PC, PlayStation, Xbox",Action,2025-01-16
Harvest Hills,PC,Strategy,2025-01-15
Broken Alliance,PC,Strategy,2025-01-15
Aloft,PC,Action,2025-01-15
Age of Darkness: Final Stand,PC,Strategy,2025-01-15
Heroes of Hammerwatch II,PC,RPG,2025-01-14
Annihilate the Spance,PC,Strategy,2025-01-14
Hyper Light Breaker,PC,RPG,2025-01-14
The Haunting of Joni Evers,PC,Adventure,2025-01-13
Rogue Hex,PC,Strategy,2025-01-13
Airborne Empire,PC,Strategy,2025-01-13
Undead Realm: Ego,PC,Adventure,2025-01-10
Status One,PC,Action,2025-01-10
Freedom Wars Remastered,"PC, PlayStation, Nintendo",RPG,2025-01-10
Reviver,PC,Adventure,2025-01-09
S4U: Citypunk 2011 and Love Punch,PC,Adventure,2025-01-09
CRUEL,PC,Action,2025-01-09
Discolored 2,"PC, Nintendo",Puzzle,2025-01-08
Warden's Will,PC,Action,2025-01-08
Builders of Egypt,PC,Strategy,2025-01-08
My Summer Car,PC,Simulation,2025-01-08
Chocolate Factory Simulator,PC,Simulation,2025-01-07
Sea Fantasy,PC,RPG,2025-01-07
Ys Memoire: The Oath in Felghana,"PlayStation, Nintendo",RPG,2025-01-07
Project Tower,"PC, PlayStation",Action,2025-01-06
Beyond Citadel,PC,Action,2025-01-02
